"Block","Lane","Passes","Vehicle","Water","Distance","GNDVI","LCI","NDRE","NDVI","OSAVI"
"A",2,"1","KXI","W",15,0.387942867051333,0.205478108040932,0.153446929777323,0.541634201630948,0.0987827481344995
"A",2,"1","KXI","W",16,0.386581408658724,0.194285206906739,0.147282343481674,0.507212921444825,0.114188148819473
"A",2,"1","KXI","W",17,0.406460405123543,0.195199737256056,0.150951454283588,0.480520334022803,0.142363217634834
"A",2,"1","KXI","W",18,0.474256749139756,0.214739840510932,0.160268861622958,0.550414228624114,0.193259200335807
"A",2,"1","KXI","W",19,0.526493087050172,0.232942219114169,0.170963593047275,0.596005527794937,0.235833422031893
"A",2,"1","KXI","W",20,0.576072058950555,0.256835680754469,0.185362474214409,0.642489877991193,0.297457828273615
"A",2,"1","KXI","W",21,0.591803492744224,0.274081142801555,0.197526593853905,0.66260048996648,0.302452876095456
"A",2,"1","KXI","W",22,0.569048825841317,0.267300692125872,0.196884907477948,0.624848556102884,0.284801634838892
"A",2,"1","KXI","W",23,0.564994038229715,0.265661476243234,0.197582825762078,0.608829824831983,0.306381716284708
"A",2,"1","KXI","W",24,0.58178451454931,0.270453521300288,0.199134826169675,0.628825882195964,0.330374909642032
"A",2,"1","KXI","W",25,0.57487817802791,0.266481471543892,0.196765657867245,0.620407009060178,0.322153877135167
"A",2,"1","KXI","W",26,0.564422889166885,0.263568315192748,0.196356160119612,0.606493875625264,0.315292854344052
"A",2,"1","KXI","W",27,0.539618196360145,0.251645181684493,0.192454999867504,0.55963875140277,0.269534173429518
"A",2,"1","KXI","W",28,0.549005773128732,0.251591984488747,0.191766226561981,0.563641915016022,0.292512148377751
"A",2,"1","KXI","W",29,0.553329484145306,0.258427008136377,0.196235658241366,0.57398958858571,0.297169725562717
"A",2,"1","KXI","W",30,0.537027469794699,0.249162292413073,0.191623595775151,0.549797479223995,0.27483494742648
"A",3,"0","Control",NA,1,0.331710620324857,0.194124361718425,0.153047192799794,0.459839241796969,0.0679638534392
"A",3,"0","Control",NA,2,0.402362950919727,0.215985134790836,0.165442449872083,0.517859992939425,0.0917158123138728
"A",3,"0","Control",NA,3,0.42982977559728,0.209597956213191,0.160023366607092,0.519930900348201,0.119650364243411
"A",3,"0","Control",NA,4,0.457128121966872,0.21240435040634,0.160744886427511,0.534905097823993,0.146049778093597
"A",3,"0","Control",NA,5,0.450118478229365,0.208306762177769,0.158448301935434,0.524034830632135,0.141331192389197
"A",3,"0","Control",NA,6,0.431551040459399,0.193434415051092,0.148717977894869,0.49469537843532,0.142701189884849
"A",3,"0","Control",NA,7,0.416670285174193,0.188882277442966,0.145860468850099,0.482134270845743,0.139387611394961
"A",3,"0","Control",NA,8,0.40101328836337,0.170403058601651,0.134450755778034,0.438462544643245,0.123090859094018
"A",3,"0","Control",NA,9,0.367578644020186,0.163157400806463,0.131758839379508,0.401237337800464,0.0993032514210273
"A",3,"0","Control",NA,10,0.383490089294984,0.166988051920461,0.134638292713262,0.405482308392192,0.108661887143992
"A",3,"0","Control",NA,11,0.410700313408167,0.177754362467073,0.141311910125632,0.434233137133578,0.127962386329937
"A",3,"0","Control",NA,12,0.415441170465207,0.182363118273109,0.145820257466181,0.431715878173197,0.125939362548913
"A",3,"0","Control",NA,13,0.404589879636785,0.189308486718392,0.148988012323006,0.454702485617458,0.113067263007685
"A",3,"0","Control",NA,14,0.325833083777779,0.169192844114646,0.135892373905285,0.411500676103014,0.0745395164473206
"A",3,"0","Control",NA,15,0.300684137580657,0.157115546086056,0.128253044310752,0.381042594183912,0.0666693542043903
"A",3,"0","Control",NA,16,0.306326097385301,0.161564705731027,0.130019638719474,0.402696370469229,0.0667720329900436
"A",3,"0","Control",NA,17,0.290695082239556,0.158666893439766,0.130092593525899,0.37652035795376,0.059439809473807
"A",3,"0","Control",NA,18,0.296662935070052,0.159929540982464,0.128064440960662,0.405594883306901,0.0677927238819492
"A",3,"0","Control",NA,19,0.28626795299727,0.155418853169623,0.125186227776062,0.3934763002636,0.0654634030812434
"A",3,"0","Control",NA,20,0.344144497398953,0.174676024971164,0.137819739693588,0.439031627909309,0.0851651497393383
"A",3,"0","Control",NA,21,0.403277469409811,0.200618680258919,0.153178815917171,0.50627028440235,0.115039494084957
"A",3,"0","Control",NA,22,0.369413406945451,0.188671084190725,0.150078610506502,0.439532055929039,0.0970346607737356
"A",3,"0","Control",NA,23,0.432593841225576,0.214399931061627,0.17056142992599,0.470582683581862,0.137691708149366
"A",3,"0","Control",NA,24,0.476649360221281,0.225361664183503,0.178356188010418,0.489030545393682,0.190819642878201
"A",3,"0","Control",NA,25,0.464030192079646,0.218699254956946,0.177369126096465,0.450151077208114,0.184131706218089
"A",3,"0","Control",NA,26,0.502033019809465,0.230607032086044,0.185068284972465,0.476174450269856,0.224646290144405
"A",3,"0","Control",NA,27,0.529712284477074,0.234331281402248,0.184152529034456,0.506592880517945,0.26906058989367
"A",3,"0","Control",NA,28,0.544419183790479,0.240035707708701,0.184937053885212,0.53793591260075,0.294448193835503
"A",3,"0","Control",NA,29,0.539971107429258,0.238271690566504,0.184776523582439,0.527332087103768,0.279318782031912
"A",3,"0","Control",NA,30,0.490758473566469,0.21488628918786,0.170922171287308,0.471068844403042,0.229810723628462
"A",4,"1","Standard","W",1,0.196138810078002,0.114356826122444,0.0924961259396456,0.343199652826326,0.0445932808956886
"A",4,"1","Standard","W",2,0.227169708085587,0.121637491614431,0.0969241192573436,0.371385984104786,0.05456478714325
"A",4,"1","Standard","W",3,0.251426204617929,0.124492192730063,0.0994434611887091,0.368861434839602,0.0600207739087443
"A",4,"1","Standard","W",4,0.279441327646836,0.128228988386376,0.102125594301122,0.377508716166365,0.0757923044849192
"A",4,"1","Standard","W",5,0.340080933432521,0.14658153710624,0.117845885952414,0.385374959406013,0.0991321589758323
"A",4,"1","Standard","W",6,0.388029548794078,0.155543809123345,0.12854010446859,0.362057812872174,0.124987462126875
"A",4,"1","Standard","W",7,0.405690041737092,0.152885040243217,0.12765121810889,0.350081540411754,0.135737712516042
"A",4,"1","Standard","W",8,0.421948604608837,0.160860339881933,0.132601283817848,0.372200605332671,0.155671433441469
"A",4,"1","Standard","W",9,0.452576874125189,0.172649035743315,0.138083129992644,0.420052068901066,0.183375052718473
"A",4,"1","Standard","W",10,0.441224481364871,0.164777370462606,0.131645189493613,0.413655058325337,0.171787518683561
"A",4,"1","Standard","W",11,0.49889304890743,0.188583111245793,0.14467328266799,0.490947239835069,0.23887359836615
"A",4,"1","Standard","W",12,0.497640182587676,0.191537210906087,0.144905067433409,0.511800016064505,0.237754346934545
"A",4,"1","Standard","W",13,0.513224097299652,0.194335002889737,0.144875420741782,0.536486940643393,0.257755163822739
"A",4,"1","Standard","W",14,0.491400713287888,0.186241324563938,0.14085573293892,0.507742021724967,0.222803961473069
"A",4,"1","Standard","W",15,0.473628584653196,0.177454243465155,0.137173012008242,0.470437079323473,0.200237990571757
"A",4,"1","Standard","W",16,0.48936494736052,0.187608877186217,0.141668637043811,0.510366701555126,0.22067377439323
"A",4,"1","Standard","W",17,0.485652254829402,0.184321270655998,0.14056035066688,0.493314817493474,0.222238969381299
"A",4,"1","Standard","W",18,0.494953500526531,0.192365287188356,0.145988549555097,0.508689687100078,0.241302397224476
"A",4,"1","Standard","W",19,0.506833905329988,0.203064923748464,0.151685833247213,0.538560955421004,0.244547473834126
"A",4,"1","Standard","W",20,0.507977395971004,0.204133358697738,0.15328326886464,0.533990185611223,0.241061529768779
"A",4,"1","Standard","W",21,0.484025163915988,0.191803268818138,0.148170843378684,0.4841877070736,0.22929551931691
"A",4,"1","Standard","W",22,0.455595890192699,0.181944846534644,0.143785190468928,0.443752626372853,0.209812820759907
"A",4,"1","Standard","W",23,0.465088424450226,0.188199757868308,0.150835344245671,0.432719272227311,0.224033655497453
"A",4,"1","Standard","W",24,0.532999490772097,0.230809087505184,0.173019714980017,0.56344116073831,0.282622440572558
"A",4,"1","Standard","W",25,0.581388278790617,0.25731739644194,0.188202786759757,0.625677046724801,0.352861571804809
"A",4,"1","Standard","W",26,0.580995329570397,0.259408034722049,0.189922424358367,0.626289231902288,0.358788774218495
"A",4,"1","Standard","W",27,0.543400528279261,0.234689107775075,0.175431667570228,0.571719308986503,0.307993696288085
"A",4,"1","Standard","W",28,0.55952342735951,0.237928287952872,0.176133340770843,0.587395462580953,0.336594103755351
"A",4,"1","Standard","W",29,0.538064956791442,0.230350615450353,0.172110015444421,0.566137646212514,0.288833037913936
"A",4,"1","Standard","W",30,0.515257430267788,0.20976393462774,0.159900390805473,0.517220258920139,0.2799419093797
"A",5,"1","Standard","A",1,0.46847931286675,0.177471748379046,0.138696654720407,0.450400550845299,0.214767763913765
"A",5,"1","Standard","A",2,0.46960418157146,0.186742724910064,0.143737008359238,0.469712222157877,0.202753424566187
"A",5,"1","Standard","A",3,0.403384450256275,0.148843772472856,0.120948485977599,0.378569636259178,0.152068386652554
"A",5,"1","Standard","A",4,0.43830133204766,0.158227895468283,0.12731574913769,0.399572733079774,0.180640456266168
"A",5,"1","Standard","A",5,0.449630253255012,0.160546610448584,0.127527141616067,0.416026031426847,0.201508558591365
"A",5,"1","Standard","A",6,0.510888321353809,0.191917572793988,0.141740406048194,0.539354041568538,0.270868492191516
"A",5,"1","Standard","A",7,0.410489565920547,0.151439558164144,0.120061336855855,0.410019945774325,0.148490099002891
"A",5,"1","Standard","A",8,0.418986847572365,0.144583019310065,0.117799222639685,0.369277217856549,0.174267859585237
"A",5,"1","Standard","A",9,0.4254817266168,0.156963841279727,0.125371845004334,0.394160753854499,0.185627303903557
"A",5,"1","Standard","A",10,0.403057839093697,0.144079431291413,0.119337325848088,0.350506761490803,0.154798494976664
"A",5,"1","Standard","A",11,0.425504756983372,0.154445184145166,0.127881780712808,0.361099577096768,0.174953707002271
"A",5,"1","Standard","A",12,0.415047850375481,0.149415779326457,0.123640119500642,0.356538175597021,0.166178973529818
"A",5,"1","Standard","A",13,0.439233253008788,0.158158147811306,0.12991989684575,0.374790211234125,0.183960153509589
"A",5,"1","Standard","A",14,0.432352986167562,0.158977328205267,0.128378802807551,0.395551688554625,0.186946747339814
"A",5,"1","Standard","A",15,0.436327115606224,0.156396061042916,0.126243776357621,0.393247416652127,0.193779849038536
"A",5,"1","Standard","A",16,0.433978522963167,0.153906751921281,0.123122684991933,0.401580311486666,0.209664094249757
"A",5,"1","Standard","A",17,0.447450191156773,0.170847930714901,0.134329262950426,0.439798429187576,0.202714411439318
"A",5,"1","Standard","A",18,0.431407888528739,0.162254431752057,0.130709268506437,0.401801856953051,0.184325775996708
"A",5,"1","Standard","A",19,0.435656990013592,0.161605043545364,0.129449299729546,0.405589187763867,0.200850594057779
"A",5,"1","Standard","A",20,0.426056733199836,0.155003779301331,0.126195321717809,0.379364912956744,0.190640295768732
"A",5,"1","Standard","A",21,0.434068871415631,0.162889844345231,0.131886603518216,0.394595917697555,0.194948723191737
"A",5,"1","Standard","A",22,0.449444966718905,0.17299419182838,0.138002464627887,0.422887965343535,0.20690716373058
"A",5,"1","Standard","A",23,0.443933201169329,0.168057580468397,0.13430060344323,0.414897492759398,0.209149062655121
"A",5,"1","Standard","A",24,0.493878153820369,0.195308263935761,0.15276361488808,0.469759085277386,0.254159726424268
"A",5,"1","Standard","A",25,0.503453289119913,0.211015874478832,0.165304581507189,0.484211577328281,0.244873094741225
"A",5,"1","Standard","A",26,0.474430636234727,0.207954154831337,0.167704735578538,0.444703427572127,0.208850537132346
"A",5,"1","Standard","A",27,0.48850267741218,0.218106956153972,0.178086761085054,0.442203954895616,0.223445390603396
"A",5,"1","Standard","A",28,0.515890850237506,0.228857954563252,0.183186500845037,0.478147365262886,0.244920281832623
"A",5,"1","Standard","A",29,0.502846815634466,0.203394245655417,0.158728685104082,0.4819272101477,0.255419567755869
"A",5,"1","Standard","A",30,0.442595533010885,0.167919837621364,0.13411417435591,0.416241527548009,0.202955073625396
"A",6,"10","KXI","A",1,0.414030165008917,0.15585791641468,0.129292640751378,0.358141786194898,0.154944543673439
"A",6,"10","KXI","A",2,0.460209092034619,0.180120905684441,0.14253787046536,0.426411348878082,0.212528821321911
"A",6,"10","KXI","A",3,0.347684368594265,0.133614131150451,0.112502767457192,0.317760918327088,0.123226660142427
"A",6,"10","KXI","A",4,0.389842575775926,0.138249452494902,0.115314165179014,0.334715426009462,0.152843799750297
"A",6,"10","KXI","A",5,0.395392418176966,0.142747697947013,0.117597870919475,0.35442879496319,0.160316667272154
"A",6,"10","KXI","A",6,0.392212198588741,0.143027409658423,0.118700912181048,0.345872434642454,0.155999900934283
"A",6,"10","KXI","A",7,0.404108583347218,0.149702548808615,0.122220619397417,0.370802337517128,0.171967228220148
"A",6,"10","KXI","A",8,0.39399182844136,0.149321435051128,0.121406877521922,0.374532883009977,0.161360404552354
"A",6,"10","KXI","A",9,0.393548571549604,0.151552596547215,0.124069941843567,0.366428862153379,0.159729180121863
"A",6,"10","KXI","A",10,0.392246220212443,0.14701050184188,0.122729072924036,0.341383403457142,0.151469073286649
"A",6,"10","KXI","A",11,0.406005126624152,0.150218016337933,0.125293172992561,0.345120314918236,0.162571625348101
"A",6,"10","KXI","A",12,0.427516003615736,0.156089994359719,0.126605016549246,0.386639079308031,0.196057894555923
"A",6,"10","KXI","A",13,0.407818106633535,0.157304712671501,0.129804397431568,0.365681257522725,0.155407531923807
"A",6,"10","KXI","A",14,0.422366138931656,0.156967976726394,0.128932958355284,0.369485062629639,0.181624459188042
"A",6,"10","KXI","A",15,0.430139463005097,0.166787026339244,0.135511318068854,0.393546769292422,0.179570146074154
"A",6,"10","KXI","A",16,0.44411013934268,0.165986030114601,0.135074398033887,0.390517992825224,0.200710410381591
"A",6,"10","KXI","A",17,0.435295374875989,0.169303072378769,0.136979315316373,0.402479985346864,0.190330734201714
"A",6,"10","KXI","A",18,0.441459033109749,0.167995694007539,0.135712501469258,0.402119954092601,0.195107988377782
"A",6,"10","KXI","A",19,0.458460711998316,0.181723294542604,0.143958897783891,0.438311892609685,0.213195047586251
"A",6,"10","KXI","A",20,0.462963172141574,0.179607174393148,0.143310736774722,0.428506073698276,0.219192425529864
"A",6,"10","KXI","A",21,0.457241681001623,0.181148846463387,0.142766690297879,0.441656144196607,0.214943551385793
"A",6,"10","KXI","A",22,0.438299557221476,0.172293166548163,0.137344824544151,0.416098445547119,0.191633380552762
"A",6,"10","KXI","A",23,0.430981154463808,0.164118287626227,0.132713010468056,0.394290803565645,0.193430634012933
"A",6,"10","KXI","A",24,0.43926196783241,0.162842684258786,0.131195899450091,0.398191490031169,0.21346272551808
"A",6,"10","KXI","A",25,0.465936588313402,0.178402047583622,0.13957654045802,0.448331200442602,0.221870075054153
"A",6,"10","KXI","A",26,0.442351062409484,0.169984125503334,0.135135598301418,0.420392116442412,0.208608624286233
"A",6,"10","KXI","A",27,0.435727144526943,0.163246916841979,0.13171821713692,0.394081025229843,0.196231621536628
"A",6,"10","KXI","A",28,0.414173007612449,0.155178905805204,0.12587403195332,0.382498902812549,0.183184338271321
"A",6,"10","KXI","A",29,0.431270168501563,0.153096740550783,0.123991843933521,0.383674643038469,0.213405516306
"A",6,"10","KXI","A",30,0.427374150551544,0.149774301316113,0.121558211595893,0.378361509809584,0.196917685811253
"A",7,"10","KXI","W",1,0.142668481399747,0.0858153413591798,0.0700447127377181,0.280979798194195,0.0381554733122744
"A",7,"10","KXI","W",2,0.085012730434204,0.0642079650045288,0.0539824476277567,0.228855357041886,0.0285111085444268
"A",7,"10","KXI","W",3,0.13777736771185,0.0802409951123818,0.0666568580952741,0.263030134178398,0.0372663730321123
"A",7,"10","KXI","W",4,0.17314172913874,0.0966631919265147,0.0812085808423368,0.28187994641802,0.0427959102611437
"A",7,"10","KXI","W",5,0.23958331673524,0.11874593159095,0.0974022521241728,0.332698569732431,0.0600177686469831
"A",7,"10","KXI","W",6,0.311337724882773,0.141143596594291,0.111478391897477,0.403982818144822,0.0889085774844441
"A",7,"10","KXI","W",7,0.382660286402159,0.165171726830712,0.128727990597237,0.443490625460581,0.131647851761255
"A",7,"10","KXI","W",8,0.421452796976336,0.172091237868373,0.135748282465038,0.436572644261494,0.161627717446193
"A",7,"10","KXI","W",9,0.455438972702859,0.18551913998619,0.146113481183085,0.452385669299723,0.198234836743653
"A",7,"10","KXI","W",10,0.481167659463522,0.192833563660372,0.150121993918042,0.478582074309848,0.228756588213262
"A",7,"10","KXI","W",11,0.440550246941096,0.180153168782339,0.140725387486483,0.45908798414159,0.170734555225552
"A",7,"10","KXI","W",12,0.423584433929579,0.171136579182448,0.137630145589013,0.411920943239041,0.163827627087288
"A",7,"10","KXI","W",13,0.434674348581517,0.179070324275054,0.143930847672595,0.421037914086951,0.17449024463611
"A",7,"10","KXI","W",14,0.450561487238855,0.189391136382806,0.149898848571128,0.449039419562189,0.190014630639982
"A",7,"10","KXI","W",15,0.447862139487381,0.193833795781827,0.152423849057976,0.461500207552959,0.189238338378261
"A",7,"10","KXI","W",16,0.440658081123483,0.190699461717932,0.148666934769198,0.4719434586834,0.176894347895811
"A",7,"10","KXI","W",17,0.429985711743462,0.182022705000441,0.142319407823315,0.46002019159306,0.170807675285839
"A",7,"10","KXI","W",18,0.422330269766507,0.174157950985515,0.13682545634541,0.445424012580433,0.16432969805676
"A",7,"10","KXI","W",19,0.437236766212294,0.180014949587755,0.142185828934437,0.445469168474613,0.166560362476643
"A",7,"10","KXI","W",20,0.476110840494737,0.198379233859657,0.15418684922899,0.481065082112717,0.208174036298168
"A",7,"10","KXI","W",21,0.478054838700321,0.200622377792915,0.155202889602613,0.487251444198308,0.20516823113244
"A",7,"10","KXI","W",22,0.48613593694893,0.199653734564665,0.155465608121651,0.482513636400701,0.225829270034756
"A",7,"10","KXI","W",23,0.472856729543321,0.193209235571774,0.151015690733459,0.471758857153567,0.213608691326696
"A",7,"10","KXI","W",24,0.486008725134324,0.196822919427759,0.150370703363718,0.503004201405661,0.237247726979463
"A",7,"10","KXI","W",25,0.479869608600895,0.194632879166556,0.149856069182936,0.491336612455402,0.234657253456743
"A",7,"10","KXI","W",26,0.438381400956455,0.173710456491049,0.136092625509697,0.443388514660571,0.197680194799518
"A",7,"10","KXI","W",27,0.40208138025818,0.147224006616255,0.118675125247839,0.381506094579048,0.17637850491227
"A",7,"10","KXI","W",28,0.419462890158421,0.15296260204621,0.123644019783958,0.386416625989489,0.19047952030467
"A",7,"10","KXI","W",29,0.441570377888933,0.163990573788935,0.130976160927564,0.412061340553949,0.217131776002608
"A",7,"10","KXI","W",30,0.420438943878478,0.1578952602136,0.12709951962879,0.394041919645285,0.18863471212358
"A",8,"0","Control",NA,1,0.122963476080246,0.087516802861793,0.0709620594177417,0.30948361035753,0.0312293609638396
"A",8,"0","Control",NA,2,0.241836236635414,0.126560864847149,0.0967269314570818,0.427416141232983,0.0510346721573641
"A",8,"0","Control",NA,3,0.200089179322014,0.109125508326355,0.0857845392344645,0.371949460837413,0.0441891911802824
"A",8,"0","Control",NA,4,0.248700986612361,0.12233718079857,0.0958561557939774,0.391451543218479,0.0537107206658145
"A",8,"0","Control",NA,5,0.284190872391693,0.137207644991055,0.108694324894668,0.394288187667043,0.0613205783106221
"A",8,"0","Control",NA,6,0.504089598233354,0.233265429094096,0.163636467958668,0.636944924796558,0.214513293443124
"A",8,"0","Control",NA,7,0.353909077862643,0.167774828117859,0.126892143578249,0.475514249867731,0.0805068677453729
"A",8,"0","Control",NA,8,0.307400522383986,0.134455726603251,0.106870646633233,0.392329793251388,0.0749843899000438
"A",8,"0","Control",NA,9,0.364887356494714,0.151281590324283,0.119899567214758,0.409465347401099,0.116785427783921
"A",8,"0","Control",NA,10,0.450452818944358,0.18026840226339,0.136204975992531,0.498085624676448,0.175231784209382
"A",8,"0","Control",NA,11,0.500764407385324,0.197751207212459,0.146083868089375,0.539621403192211,0.228365789014634
"A",8,"0","Control",NA,12,0.456948379126575,0.184917491366097,0.141214886028625,0.494027347975827,0.163983053696158
"A",8,"0","Control",NA,13,0.497179437977634,0.196438414010093,0.147238235647127,0.524791142126258,0.22767046675481
"A",8,"0","Control",NA,14,0.534617494675077,0.217444431535378,0.159267333439856,0.568058652522967,0.258410985230154
"A",8,"0","Control",NA,15,0.479587556675234,0.19322569353395,0.147501873015817,0.499664099258602,0.190877088982704
"A",8,"0","Control",NA,16,0.492603527345215,0.193427314970278,0.146344716654033,0.513465822426178,0.224193775156104
"A",8,"0","Control",NA,17,0.492423389231559,0.196345170419512,0.149610313070513,0.507945285039498,0.221286217387961
"A",8,"0","Control",NA,18,0.533729020552859,0.218327021350273,0.160893348504655,0.563359898475267,0.2704606783353
"A",8,"0","Control",NA,19,0.492087753950948,0.201960081857599,0.151814598588821,0.526119789217138,0.204454262699299
"A",8,"0","Control",NA,20,0.488056850886884,0.1820172579839,0.139233146648761,0.48899921779872,0.244456713165942
"A",8,"0","Control",NA,21,0.514031777145641,0.200957679717085,0.151188904860041,0.530444399739962,0.254251020357577
"A",8,"0","Control",NA,22,0.551890907409184,0.225486545751241,0.163265195682975,0.607302083079712,0.293503496789114
"A",8,"0","Control",NA,23,0.54637344440327,0.221827243795856,0.157710532661403,0.630433585682528,0.286032201398722
"A",8,"0","Control",NA,24,0.558462526854513,0.231821058787526,0.16441320388451,0.631210698281701,0.286071438360462
"A",8,"0","Control",NA,25,0.486958533517763,0.189876723917845,0.142088570770314,0.524920834066451,0.213444279309158
"A",8,"0","Control",NA,26,0.544673759194009,0.208055574987729,0.148859328116235,0.601933538427596,0.302891368564542
"A",8,"0","Control",NA,27,0.462307795985844,0.180055491762414,0.134659400590354,0.510899351903693,0.180722604484167
"A",8,"0","Control",NA,28,0.464000577816243,0.165209603782358,0.125896668036783,0.472640708298731,0.218926595593774
"A",8,"0","Control",NA,29,0.488851564536803,0.182216688964803,0.134777603452577,0.530722276184844,0.239148301253804
"A",8,"0","Control",NA,30,0.507794531568221,0.197752156446571,0.145717436680944,0.553061588188732,0.244101800876205
"A",9,"0","Control",NA,1,0.469609986871626,0.18244310582675,0.14029824788477,0.481016606702781,0.194327416736456
"A",9,"0","Control",NA,2,0.515080607386207,0.200252641233625,0.150528576059556,0.529380071044943,0.24048786130668
"A",9,"0","Control",NA,3,0.50818194199099,0.204729673781351,0.150418138880842,0.565194006814171,0.20903578457869
"A",9,"0","Control",NA,4,0.439875889745938,0.165160869004543,0.125246955746758,0.479285608380812,0.165953661701124
"A",9,"0","Control",NA,5,0.415714585938175,0.142970546168095,0.111500954993838,0.422232595815999,0.162737301563088
"A",9,"0","Control",NA,6,0.42278476308996,0.142354715199918,0.110457291369972,0.428141115944077,0.172079184469653
